61.1608;55.6536;14.5742;45.6715;44.2232
48.6354;25.5791;66.2757;37.8205;17.1913
16.2322;14.4465;26.0499;1.1175;24.1591
13.5832;85.7177;23.1053;38.9428;23.9320
6.3634;24.4533;21.1624;5.8166;18.1919
16.3873;24.7666;62.5211;18.4819;38.2425
0.9333;3.2835;84.7418;9.7813;23.9212
1.6759;37.7931;53.2905;33.5882;21.6721
53.2820;74.7835;55.5805;50.9159;0.0000
31.0076;43.4202;26.2387;12.3511;3.1251
17.2246;1.3079;35.6415;9.8509;4.0278
30.6321;59.9195;42.2852;18.8916;9.2695
2.5926;29.4464;34.0328;42.2362;48.1588
38.9961;76.5082;44.7663;44.6177;31.5223
18.5174;6.5243;16.1565;14.9511;83.9806
13.2343;27.6632;57.1411;16.9489;45.1505
1.7368;45.3915;40.7440;18.1401;4.8011
25.2962;1.8373;22.0958;1.2693;2.0321
17.1538;20.7201;4.9708;35.5295;3.6817
24.8481;14.6741;45.3481;10.8113;71.6073
23.9535;51.3136;11.5180;6.5446;9.4849
2.0206;37.2543;34.6473;5.8328;17.2173
66.3760;62.7339;34.5171;6.3861;49.7697
11.8086;15.0286;44.0687;6.3971;19.3287
0.6793;8.4623;34.9169;12.8789;1.2962
65.0400;3.5868;20.1635;33.2788;0.0000
59.9549;19.0431;12.5604;65.3944;0.6691
50.0743;16.7955;34.7544;1.4294;24.2766
62.7384;12.9906;30.8463;28.6717;4.9881
17.5876;58.5053;2.3034;33.6796;24.7441
30.0838;28.9773;12.3100;22.6486;19.7875
9.4571;71.5883;10.4094;31.6405;48.7651
51.5615;71.5320;35.2413;29.8403;72.4662
7.4129;5.1021;49.5644;22.2302;6.3304
7.4697;30.5131;21.1531;24.0385;37.1003
10.7964;55.7291;68.9583;23.0415;44.9634
64.7948;50.0066;38.0218;3.5509;6.5451
30.7652;58.0047;8.1298;20.0992;29.8721
38.8042;51.6529;46.0713;13.0575;0.1480
64.6950;78.5952;44.1282;28.7417;32.1262
17.6701;18.6745;1.4247;1.2871;55.2313
36.0998;43.7686;36.6098;27.0119;53.4597
15.1107;30.7637;31.7359;7.2757;1.6635
2.8908;25.2836;50.0899;41.1734;32.1449
15.2317;22.0472;47.9786;16.1279;2.9541
48.2458;31.6391;28.8380;13.4426;30.3163
58.6654;24.3933;17.4306;70.1294;19.5097
12.2009;19.9524;6.7933;57.3610;28.9315
32.5431;18.0635;19.0277;28.1431;7.3341
36.4341;11.9550;27.4707;40.4720;1.6841
57.9486;65.5888;77.6273;12.8448;0.3485
70.0277;50.7345;82.7098;42.3083;34.2424
69.2434;33.5727;56.4399;26.9723;27.5445
45.4676;10.0387;62.0073;17.3260;15.3609
54.0831;59.3314;27.6221;36.2359;8.6270
67.9795;72.3944;28.6359;7.6752;37.9149
15.9828;25.1775;21.5327;32.6864;63.5763
36.4896;29.3535;59.9183;35.8879;21.6511
60.3568;34.8023;4.3087;10.4987;20.4179
46.5239;80.0746;33.4839;39.5262;24.0301
46.8850;46.7884;7.8649;53.2623;5.3954
65.2154;49.9096;7.3479;34.9298;13.3630
2.1463;81.8169;10.0101;41.1271;9.5543
35.1834;68.5560;54.4612;35.4925;5.8491
16.8169;13.7980;24.7886;22.0660;62.8796
2.8752;81.6434;66.5690;11.6832;26.6145
4.7453;3.0753;42.0473;37.0362;38.0217
9.4012;79.2569;11.0580;49.1656;1.7354
21.3541;39.6342;27.5298;15.2939;23.3911
50.1577;41.1236;43.2900;55.4623;13.7038
22.9001;43.4223;53.1054;43.3898;16.1770
67.9376;48.7308;13.1053;32.5668;69.0911
14.6837;1.0217;72.3608;5.6651;66.3468
32.4794;60.5670;54.3347;33.5313;9.3492
57.4695;59.9855;53.8839;34.4887;31.6961
42.0153;30.2167;0.1769;4.0991;54.3983
50.5014;52.7705;9.9161;23.5102;0.5901
46.4659;15.4983;26.9797;58.0061;11.6246
62.8151;20.1530;32.5611;0.0741;5.9392
56.5651;38.9536;33.5457;27.2171;8.9437
6.1002;18.3246;3.4865;17.2615;35.8898
59.3057;47.2859;58.3530;4.0432;10.4580
11.7951;65.6321;47.1257;17.8645;74.2874
27.2564;3.7565;13.1421;9.1486;1.2819
32.2958;26.5392;2.5472;48.1543;4.0304
51.9526;36.9136;2.4081;8.6214;0.0000
8.2246;38.5490;70.7136;24.0462;7.6968
58.8019;40.4870;59.6714;30.5378;16.4652
60.3746;56.9606;26.1371;13.0661;28.7426
33.1112;57.6790;7.3415;52.4720;27.5305
26.7892;30.8914;25.0943;21.2751;2.8386
26.3901;45.0386;35.3332;18.2063;30.9933
50.1355;27.1867;13.2401;47.4917;30.1485
57.7695;53.3093;30.9119;40.2253;46.9802
69.9638;51.4657;25.0606;9.7447;42.5712
28.3734;39.9416;36.6403;24.9964;9.8289
31.6259;34.0661;18.3980;4.6360;39.6318
19.8490;10.0038;58.0112;26.0910;2.1040
61.3658;7.9949;31.9294;70.5083;37.5900
43.5610;12.3809;0.6937;22.7454;53.7582
17.2994;38.9752;9.0889;22.2177;25.8319
3.0542;44.3571;17.6901;48.7270;44.2792
17.5381;69.0210;26.2220;52.6795;25.3341
64.6412;26.3934;23.5948;39.6724;37.7083
17.4723;83.9016;11.0063;58.5729;21.6847
23.3205;25.7087;38.2076;2.8298;24.0947
56.6700;53.1407;62.2790;66.9556;4.5474
32.7668;16.5994;43.5914;45.6294;54.3433
41.8976;17.3857;77.7883;38.9927;25.5257
67.3384;12.5398;14.0649;21.0348;25.2146
1.5672;64.1269;6.2344;30.8661;18.9710
56.2590;23.4161;47.0741;54.4561;13.8207
66.2619;70.8827;24.3502;24.8285;0.9961
9.3387;35.8690;4.8629;43.9910;33.8380
15.6051;16.3194;36.6220;24.7898;9.7858
68.9749;60.3666;0.5661;25.9517;11.4063
51.3440;5.8138;76.2034;68.3528;8.9523
60.7436;62.3500;0.9995;59.6917;80.8635
59.5061;1.9641;13.1573;6.9714;35.0741
57.5924;68.8911;62.8108;17.9121;43.9148
33.2648;39.9199;12.1780;28.1293;23.4638
20.1900;7.8148;59.8798;6.5290;71.6867
62.3804;30.1310;22.6359;60.1146;31.1177
48.1541;19.8599;14.6258;22.3073;4.9321
38.8485;20.3162;51.7701;55.2911;9.7463
62.9983;31.5442;51.8887;21.7716;16.4671
56.6207;7.0471;1.5384;9.4976;5.8870
51.5823;11.8721;29.8335;37.6307;46.0044
62.7151;48.4079;41.0033;28.5960;55.1375
22.8918;54.4518;51.0237;77.3593;55.4014
18.7726;51.7259;22.7410;0.8922;22.6280
23.2046;66.4133;62.3337;46.5136;31.7542
21.6816;30.2808;39.7621;19.5858;40.1697
47.1990;60.2693;36.2669;11.2066;10.4597
17.6116;6.5158;31.2985;50.4840;9.1933
35.0471;54.5762;21.7780;36.4807;1.2293
18.0450;17.2313;6.5035;21.9385;62.8922
27.3073;51.8152;30.7468;17.7065;28.4199
28.7029;42.8547;6.1233;36.5714;59.8378
45.4544;68.5164;66.3251;25.3606;34.3812
6.5575;49.4413;17.3091;16.2247;29.6994
16.3875;60.7361;14.8367;20.6397;56.6818
5.9879;22.0321;15.1585;12.9409;45.3544
61.6963;12.4151;29.0900;32.3597;27.3536
54.4858;31.6400;37.7762;66.0081;7.4305
8.8604;4.9335;43.4344;28.0581;3.8079
60.9215;65.0361;18.8203;18.8064;33.1076
63.3927;21.9450;31.3650;40.7704;3.1647
37.7742;60.2356;19.2473;25.6663;5.3199
19.7468;35.0653;16.6042;37.6916;27.3435
