53.2210;45.0296;34.3133;45.2774;9.0532
4.7018;37.8642;29.7750;55.1640;43.9348
8.7410;43.7336;26.2183;2.0765;21.2545
23.1224;52.6583;39.9049;38.3325;7.8718
26.9096;46.3037;22.8083;9.6504;53.2996
8.3014;43.4469;78.3958;5.5465;52.2240
0.3834;12.6366;69.1264;44.5256;27.3358
23.4334;19.8992;46.3395;4.4673;24.1636
32.6551;26.0707;39.5770;51.1619;0.0000
56.5412;59.3043;30.9997;13.3843;17.9798
51.1844;54.7351;64.1835;50.4464;7.3037
8.1683;9.2381;45.1169;16.3899;9.0049
31.5575;7.8546;12.0280;24.9767;36.8424
61.3279;36.0596;38.5404;15.9451;30.2986
47.4121;41.8184;49.1352;19.5553;74.8089
52.1742;11.2085;20.5666;43.0189;7.4553
2.7836;31.5920;44.4231;18.0638;65.1714
64.8782;57.7983;2.7105;0.0274;16.6836
22.0280;32.5136;28.6470;44.3400;19.5438
56.7995;71.5854;32.7611;15.4124;52.0881
41.4971;2.1620;23.1928;30.7800;6.1278
10.9941;39.7908;10.1870;5.3903;2.5302
21.7615;7.4218;56.5233;46.6218;26.1669
14.4260;42.2126;35.7670;18.1131;26.6604
3.0616;23.8681;47.8037;30.8628;1.9460
6.0002;42.8598;34.0767;12.4397;0.0000
4.7068;24.4229;38.7685;59.9721;7.7245
49.3690;49.5530;4.2808;19.2947;9.4429
30.9267;5.1887;15.3276;14.5815;4.6081
2.8055;37.7823;17.5815;11.4471;15.6351
20.0287;26.6451;17.0926;41.3769;11.0377
13.9612;66.4851;23.2777;30.3738;13.6509
63.3930;66.1563;53.4862;50.4941;53.3912
28.3944;20.3461;8.8817;29.0023;3.9334
1.9668;29.6354;12.1482;50.4117;8.8446
33.1641;57.7046;19.4782;21.4434;7.5214
33.3089;81.8053;8.3232;51.4879;8.2377
41.6829;78.8006;40.9404;47.3421;33.6149
45.1567;5.2015;53.0208;33.8463;0.0301
15.1799;75.3495;36.3960;1.5289;40.5021
7.7635;65.7458;28.8175;20.2001;26.8686
55.6560;8.9757;73.3096;61.5524;62.9758
16.7898;67.0226;41.6688;19.6613;60.3615
53.1735;4.7291;31.5224;59.4373;27.7142
53.7750;64.9674;10.3304;21.0944;2.7064
64.8884;0.4547;5.1169;48.3990;50.2258
14.9135;56.2759;32.5997;61.0406;2.6531
53.9896;38.1777;62.9996;15.1551;22.6599
48.5724;1.8761;53.4102;24.4566;7.5014
11.6443;72.8255;0.9203;4.7150;3.3157
14.6760;78.9086;75.5940;9.0521;0.1233
1.0096;59.5362;79.6276;55.9173;33.7171
9.3133;63.1493;41.3662;45.1547;34.3837
48.1138;63.5204;25.2636;23.4873;8.7728
20.8955;23.6005;40.2151;44.9247;5.7340
54.9781;17.7384;14.3821;41.8124;43.7265
37.3697;0.6423;28.6913;34.1998;78.6277
46.2427;14.9345;20.3987;41.7804;66.0952
2.1951;51.4849;10.1063;11.4343;46.9349
15.3533;70.9837;45.4569;3.2151;17.6010
71.7194;4.8743;30.6981;1.6237;36.1438
51.2676;22.8041;47.4756;27.7906;43.3735
56.5421;38.3405;11.6502;19.1181;40.5560
59.4754;38.1713;68.5614;9.5039;18.3842
9.9581;50.2580;3.4632;24.2868;86.4762
42.5415;46.9022;56.4887;53.5684;32.7478
23.5717;43.4111;36.5070;2.0832;32.5858
66.3885;50.1457;18.4045;40.1148;13.9609
25.3002;61.1748;9.3365;13.3556;13.0844
36.8084;63.6251;80.2414;28.0725;15.0322
66.9458;4.5483;45.6966;37.7414;37.0277
31.5838;8.8716;25.6633;19.4031;53.4352
27.1450;52.9114;66.4895;34.4125;88.2541
64.7126;58.9708;2.5852;47.7355;33.9716
59.0480;74.6022;57.3072;32.5861;39.1755
52.1888;12.9056;1.9508;27.9460;10.0029
53.5944;24.5892;20.8320;12.6326;3.6001
16.8860;43.6312;21.1332;46.1601;7.6579
63.9991;55.9355;19.2411;40.9038;22.7847
61.1201;34.6539;16.7391;16.1496;8.2801
35.4683;40.7541;11.8950;33.0208;19.4778
2.8390;12.0410;7.3637;46.9042;30.3061
22.8013;59.9374;58.0337;54.4915;64.2023
